"année";"BAP";"CORPS";"corps normalisé";"classe ";"EMPLOIS TYPES";"NATURE";"catégorie";"NOMBRE d'emplois";"source";"incomplet"
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant gestion de données patrimoniales.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant gestion de données patrimoniales.";"interne";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant technique génie climatique.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant technique électricité.";"interne";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant technique courants faibles.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant technique maintenance et travaux immobiliers.";"externe";"A";16;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant technique maintenance et travaux immobiliers.";"interne";"A";13;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant espaces verts paysagiste.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant logistique.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant logistique.";"interne";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en hygiène et sécurité.";"externe";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"G";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en hygiène et sécurité.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en gestion des ressources humaines.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en gestion des ressources humaines.";"interne";"A";20;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en ingénierie de formation continue.";"externe";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en ingénierie de formation continue.";"interne";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant d'orientation et d'insertion professionnelle.";"externe";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en gestion financière et comptable.";"externe";"A";14;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en gestion financière et comptable.";"interne";"A";18;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en gestion administrative.";"externe";"A";22;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"J";"Assistant ingénieur.";"assistant ingénieur";"nc";"Assistant en gestion administrative.";"interne";"A";52;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568522";
2009;"A";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en traitement de données biologiques.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"A";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en expérimentation et instrumentation biologiques.";"externe";"A";7;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"A";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en expérimentation et instrumentation biologiques.";"interne";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"A";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques biologiques.";"externe";"A";17;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"A";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques biologiques.";"interne";"A";8;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"A";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques d'étude des milieux naturels et ruraux.";"externe";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques d'analyse des biomolécules.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques d'élaboration de biomolécules.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques d'analyse chimique.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques d'analyse chimique.";"interne";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques de synthèse chimique.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques de sciences des matériaux/caractérisation.";"externe";"A";6;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques de sciences des matériaux/caractérisation.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"B";"Ingénieur d'études.";"ingénieur d’études";"nc";"ingénieur en élaboration et mise en forme des matériaux massifs.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques expérimentales.";"externe";"A";19;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en techniques expérimentales.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en conception instrumentale.";"externe";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur d'exploitation sur grand instrument.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en contrôle/commande en instrumentation.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur électronicien en développement et/ou expérimentation.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur électronicien en développement et/ou expérimentation.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur éléctrotechnicien.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en études mécaniques.";"externe";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en fabrication mécanique.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"C";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en fabrication mécanique.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"D";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur d'étude en traitement et analyse de base de données.";"externe";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"D";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur d'étude en traitement, analyse et représentation de l'information spatiale.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"D";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur d'étude en analyse de sources.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"D";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur d'étude en production et analyse de données.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Administrateur de systèmes d'information.";"externe";"A";17;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Administrateur de systèmes d'information.";"interne";"A";8;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en développement et déploiement d'applications.";"externe";"A";42;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en développement et déploiement d'applications.";"interne";"A";9;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Administrateur systèmes informatiques, réseaux et télécommunications.";"externe";"A";32;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Administrateur systèmes informatiques, réseaux et télécommunications.";"interne";"A";22;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur statisticien.";"externe";"A";12;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"E";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en calcul scientifique.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de système d'information documentaire.";"externe";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de ressources documentaires.";"externe";"A";11;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de ressources documentaires.";"interne";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé d'archives.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de collections muséales.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de médiation scientifique.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de communication et des médias.";"externe";"A";8;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de communication et des médias.";"interne";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Secrétaire d'édition.";"externe";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Secrétaire de rédaction.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Secrétaire de rédaction.";"interne";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de diffusion.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Designer Arts graphiques.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur des systèmes et techniques audiovisuels et multimédia.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur des systèmes et techniques audiovisuels et multimédia.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Réalisateur audiovisuel multimédia.";"externe";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Réalisateur audiovisuel multimédia.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Concepteur rédacteur site WEB.";"externe";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Concepteur rédacteur site WEB.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Développeur multimédia WEB.";"externe";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en technologie de la formation.";"externe";"A";6;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"F";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en technologie de la formation.";"interne";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"G";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en hygiène et sécurité.";"externe";"A";11;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"G";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur en hygiène et sécurité.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"G";"Ingénieur d'études.";"ingénieur d’études";"nc";"Responsable d'exploitation d'un groupement de restaurants.";"externe";"A";2;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"G";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur maintenance et travaux immobiliers et/ou logistique.";"externe";"A";35;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"G";"Ingénieur d'études.";"ingénieur d’études";"nc";"Ingénieur maintenance et travaux immobiliers et/ou logistique.";"interne";"A";9;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de la valorisation de la recherche.";"externe";"A";8;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de la valorisation de la recherche.";"interne";"A";1;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de la coopération internationale.";"externe";"A";8;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de la coopération internationale.";"interne";"A";3;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé des affaires juridiques.";"externe";"A";4;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage.";"externe";"A";28;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé de gestion administrative et d'aide au pilotage.";"interne";"A";26;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé du contrôle de gestion et/ou d'études.";"externe";"A";15;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
2009;"J";"Ingénieur d'études.";"ingénieur d’études";"nc";"Chargé du contrôle de gestion et/ou d'études.";"interne";"A";5;"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020568527";
